SchoolName,SizeSetting,Control,F20Enrollment
University of Alaska Anchorage,"Four-year, medium, primarily nonresidential",Public,"11,953"
Anne Arundel Community College,"Two-year, large",Public,"11,948"
Chabot College,"Two-year, large",Public,"11,922"
Citrus College,"Two-year, large",Public,"11,863"
College of Lake County,"Two-year, large",Public,"11,854"
Saint Cloud State University,"Four-year, medium, primarily residential",Public,"11,841"
Youngstown State University,"Four-year, medium, primarily nonresidential",Public,"11,835"
University of Wyoming,"Four-year, large, primarily residential",Public,"11,829"
Ventura College,"Two-year, large",Public,"11,789"
Idaho State University,"Four-year, medium, primarily nonresidential",Public,"11,766"
Tyler Junior College,"Four-year, medium, primarily nonresidential",Public,"11,749"
California State University-Bakersfield,"Four-year, large, primarily nonresidential",Public,"11,745"
University of Maine,"Four-year, medium, primarily residential",Public,"11,741"
University of Rochester,"Four-year, large, primarily nonresidential",Private not-for-profit,"11,741"
The University of Tennessee-Chattanooga,"Four-year, large, primarily residential",Public,"11,728"
Fox Valley Technical College,"Two-year, large",Public,"11,711"
Touro College,"Four-year, medium, primarily nonresidential",Private not-for-profit,"11,699"
New Jersey Institute of Technology,"Four-year, medium, primarily nonresidential",Public,"11,652"
Trident Technical College,"Two-year, large",Public,"11,650"
University of Dayton,"Four-year, large, highly residential",Private not-for-profit,"11,650"
Georgia Gwinnett College,"Four-year, medium, primarily nonresidential",Public,"11,627"
Marquette University,"Four-year, large, highly residential",Private not-for-profit,"11,550"
Case Western Reserve University,"Four-year, large, highly residential",Private not-for-profit,"11,465"
University of Northern Colorado,"Four-year, medium, primarily residential",Public,"11,460"
Northwestern State University of Louisiana,"Four-year, medium, primarily nonresidential",Public,"11,447"
West Los Angeles College,"Four-year, medium, primarily nonresidential",Public,"11,417"
Bergen Community College,"Two-year, large",Public,"11,409"
South Dakota State University,"Four-year, medium, highly residential",Public,"11,405"
Golden West College,"Two-year, large",Public,"11,396"
Texas Christian University,"Four-year, large, highly residential",Private not-for-profit,"11,379"
Southern Illinois University-Carbondale,"Four-year, medium, highly residential",Public,"11,366"
Prince George's Community College,"Two-year, large",Public,"11,357"
Henry Ford College,"Four-year, medium, primarily nonresidential",Public,"11,345"
California Baptist University,"Four-year, medium, primarily residential",Private not-for-profit,"11,317"
Northeastern University Lifelong Learning Network,"Four-year, medium, primarily nonresidential",Private not-for-profit,"11,310"
Los Angeles Trade Technical College,"Two-year, large",Public,"11,285"
Massachusetts Institute of Technology,"Four-year, large, highly residential",Private not-for-profit,"11,254"
Tallahassee Community College,"Four-year, medium, primarily nonresidential",Public,"11,245"
Ozarks Technical Community College,"Two-year, large",Public,"11,237"
Palo Alto College,"Two-year, large",Public,"11,193"
Hinds Community College,"Two-year, large",Public,"11,181"
Central Washington University,"Four-year, medium, primarily residential",Public,"11,174"
Ferris State University,"Four-year, medium, primarily residential",Public,"11,165"
California State University-Stanislaus,"Four-year, medium, primarily nonresidential",Public,"11,163"
Washtenaw Community College,"Two-year, large",Public,"11,140"
Louisiana Tech University,"Four-year, medium, primarily residential",Public,"11,126"
Villanova University,"Four-year, medium, highly residential",Private not-for-profit,"11,032"
Moraine Valley Community College,"Two-year, large",Public,"11,026"
University of Wisconsin-Eau Claire,"Four-year, medium, primarily residential",Public,"11,017"
University of Massachusetts Global,"Four-year, medium, primarily nonresidential",Private not-for-profit,"10,986"
Maryville University of Saint Louis,"Four-year, medium, primarily nonresidential",Private not-for-profit,"10,979"
Indiana Wesleyan University-National & Global,"Four-year, large, primarily nonresidential",Private not-for-profit,"10,944"
Wright State University-Main Campus,"Four-year, medium, primarily residential",Public,"10,936"
College of the Desert,"Two-year, large",Public,"10,932"
Fayetteville Technical Community College,"Two-year, large",Public,"10,932"
Howard University,"Four-year, large, highly residential",Private not-for-profit,"10,859"
Arkansas Tech University,"Four-year, medium, primarily residential",Public,"10,829"
Indiana State University,"Four-year, medium, primarily residential",Public,"10,829"
Guilford Technical Community College,"Two-year, large",Public,"10,821"
Texas A & M University-Corpus Christi,"Four-year, medium, primarily residential",Public,"10,820"
University of Idaho,"Four-year, medium, primarily residential",Public,"10,791"
Victor Valley College,"Two-year, large",Public,"10,777"
Angelo State University,"Four-year, medium, primarily residential",Public,"10,775"
Stark State College,"Two-year, large",Public,"10,772"
Northeast Wisconsin Technical College,"Two-year, large",Public,"10,763"
Wayne County Community College District,"Two-year, medium",Public,"10,748"
SUNY Empire State College,"Four-year, medium, primarily nonresidential",Public,"10,724"
Radford University,"Four-year, medium, highly residential",Public,"10,695"
Del Mar College,"Two-year, medium",Public,"10,678"
Texas State Technical College,"Two-year, large",Public,"10,654"
Central Connecticut State University,"Four-year, medium, primarily residential",Public,"10,652"
Bridgewater State University,"Four-year, medium, primarily residential",Public,"10,651"
Merced College,"Two-year, large",Public,"10,645"
Greenville Technical College,"Two-year, large",Public,"10,536"
University of Wisconsin-La Crosse,"Four-year, medium, primarily residential",Public,"10,531"
Thomas Edison State University,"Four-year, medium, primarily nonresidential",Public,"10,495"
Regent University,"Four-year, medium, primarily nonresidential",Private not-for-profit,"10,483"
Strayer University-Global Region,"Four-year, medium, primarily nonresidential",Private for-profit,"10,457"
Hofstra University,"Four-year, medium, highly residential",Private not-for-profit,"10,444"
Brookdale Community College,"Two-year, large",Public,"10,438"
College of Charleston,"Four-year, medium, primarily residential",Public,"10,384"
University of Central Arkansas,"Four-year, medium, primarily residential",Public,"10,335"
Lansing Community College,"Two-year, large",Public,"10,306"
University of Minnesota-Duluth,"Four-year, medium, primarily residential",Public,"10,275"
Austin Peay State University,"Four-year, medium, primarily nonresidential",Public,"10,272"
Joliet Junior College,"Two-year, large",Public,"10,267"
Norco College,"Two-year, medium",Public,"10,261"
Truckee Meadows Community College,"Four-year, medium, primarily nonresidential",Public,"10,249"
Allan Hancock College,"Two-year, large",Public,"10,248"
University of Southern Indiana,"Four-year, medium, primarily residential",Public,"10,203"
College of Western Idaho,"Two-year, large",Public,"10,200"
Bluegrass Community and Technical College,"Two-year, large",Public,"10,180"
Tennessee Technological University,"Four-year, medium, primarily residential",Public,"10,177"
Central Texas College,"Two-year, medium",Public,"10,173"
Park University,"Four-year, medium, primarily nonresidential",Private not-for-profit,"10,165"
Monroe Community College,"Two-year, large",Public,"10,161"
Lorain County Community College,"Two-year, large",Public,"10,138"
Coastal Carolina University,"Four-year, medium, primarily residential",Public,"10,118"
Cuesta College,"Two-year, large",Public,"10,093"
Middlesex College,"Two-year, large",Public,"10,084"
SUNY Westchester Community College,"Two-year, large",Public,"10,072"
University of San Francisco,"Four-year, medium, primarily residential",Private not-for-profit,"10,068"
Indiana University of Pennsylvania-Main Campus,"Four-year, medium, highly residential",Public,"10,037"
West Texas A & M University,"Four-year, medium, primarily residential",Public,"10,036"
Farmingdale State College,"Four-year, medium, primarily nonresidential",Public,"10,018"
Southeast Missouri State University,"Four-year, medium, primarily residential",Public,"10,001"
University of Alabama in Huntsville,"Four-year, medium, primarily residential",Public,"9,999"
Delaware County Community College,"Two-year, medium",Public,"9,989"
Polk State College,"Four-year, medium, primarily nonresidential",Public,"9,961"
University of Central Missouri,"Four-year, medium, highly residential",Public,"9,959"
Louisiana State University-Shreveport,"Four-year, medium, primarily nonresidential",Public,"9,955"
Brown University,"Four-year, medium, highly residential",Private not-for-profit,"9,948"
Bunker Hill Community College,"Two-year, large",Public,"9,924"
Stockton University,"Four-year, medium, primarily residential",Public,"9,893"
Pasco-Hernando State College,"Four-year, medium, primarily nonresidential",Public,"9,886"
Saint Leo University,"Four-year, medium, primarily nonresidential",Private not-for-profit,"9,832"
Montgomery County Community College,"Two-year, large",Public,"9,827"
Seton Hall University,"Four-year, medium, primarily residential",Private not-for-profit,"9,814"
