Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Arctic Thunder,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,45,23,5.3,10,Inland Productions,T
Area 51,2005,Shooter,Midway Games,0.22,0.17,0,0.06,0.45,75,37,8.4,52,Midway Studios - Austin,M
Area 51,2005,Shooter,Midway Games,0.22,0.06,0,0.01,0.29,72,43,8.1,16,Midway Studios - Austin,M
Arena Football,2006,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,66,18,8.6,14,EA Tiburon,E10+
Arena Football,2006,Sports,Electronic Arts,0.11,0.03,0,0.01,0.15,65,17,8.5,10,EA Tiburon,E10+
Arkanoid DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,61,29,7,5,Taito Corporation,E
ArmA II,2009,Shooter,505 Games,0,0.12,0,0.02,0.14,77,38,7.5,589,Bohemia Interactive,M
ArmA III,2013,Shooter,Bohemia Interactive,0,0.1,0,0.01,0.11,74,38,7.4,866,Bohemia Interactive,M
Armed and Dangerous,2003,Shooter,LucasArts,0.09,0.03,0,0,0.13,79,41,7.2,15,Planet Moon Studios,T
Armored Core: For Answer,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62,22,7.6,31,From Software,T
Armored Core: For Answer,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64,22,7.7,38,From Software,T
Armored Core: Last Raven,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,59,16,8.9,14,From Software,T
Armored Core: Nexus,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73,19,8.7,7,From Software,T
Armored Core: Nine Breaker,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07,57,25,8.2,5,From Software,T
Armored Core: Verdict Day,2013,Simulation,From Software,0,0,0.12,0,0.12,66,18,7.4,28,From Software,T
Armored Core 2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78,23,8.4,19,From Software,T
Armored Core 2: Another Age,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75,16,8.8,30,From Software,T
Armored Core 3,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,74,23,9,33,From Software,T
Armored Core 3 Portable,2009,Simulation,From Software,0,0,0.08,0,0.08,43,6,6.7,6,From Software,T
Armored Core 4,2006,Simulation,505 Games,0.09,0,0.09,0.01,0.2,65,36,6.8,25,From Software,T
Armored Core 4,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31,From Software,T
Armored Core V,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65,26,7.3,47,From Software,T
Armored Core V,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,68,37,7.2,37,From Software,T
Army Corps of Hell,2011,Action,Square Enix,0.04,0.04,0,0.02,0.09,57,43,6.6,28,"Entersphere, Inc.",M
Army Men: Air Attack 2,2000,Action,3DO,0.17,0.11,0,0.02,0.3,74,8,5.3,4,3DO,T
Army Men: Green Rogue,2001,Action,3DO,0.06,0.05,0,0.02,0.13,39,13,3.8,4,3DO,T
Army Men: Major Malfunction,2006,Shooter,Global Star,0.01,0,0,0,0.02,36,6,4,5,Team 17,T
Army Men: Sarge's Heroes 2,2000,Shooter,3DO,0.14,0.09,0,0.02,0.24,48,8,7.3,7,3DO,T
Army Men: Sarge's Heroes 2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0,0.02,0.17,54,15,4.6,5,3DO,T
Army Men: Sarge's War,2004,Shooter,Global Star,0.12,0.03,0,0,0.15,56,11,6.7,7,3DO,T
Army of Two,2008,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72,76,7.6,233,EA Montreal,M
Army of Two,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,74,43,7.3,118,EA Montreal,M
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126,EA Montreal,M
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,74,56,7,88,EA Montreal,M
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.12,0.13,0,0.08,0.32,49,11,6,32,"Buzz Monkey, EA Montreal",M
Army of Two: The Devil's Cartel,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58,27,6.7,100,Visceral Games,M
Army of Two: The Devil's Cartel,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26,54,55,6.2,195,Visceral Games,M
Ar Nosurge: Ode to an Unborn Star,2014,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67,23,7.8,49,Gust,T
Arslan: The Warriors of Legend,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,69,43,6.6,23,Omega Force,T
Art Academy,2010,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52,75,15,8,5,Headstrong Games,E
Art Academy: Home Studio,2015,Misc,Nintendo,0,0,0.01,0,0.01,82,9,8.3,20,Headstrong Games,E
Art Academy: Lessons for Everyone,2012,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,81,14,7.6,22,"Nintendo, Headstrong Games",E
Art of Fighting Anthology,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04,60,19,7,4,SNK Playmore,T
Ar tonelico: Melody of Elemia,2006,Role-Playing,505 Games,0,0,0.1,0,0.1,71,30,7.7,43,Gust,T
Ar tonelico Qoga: Knell of Ar Ciel,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101,Gust,M
Arx Fatalis,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,71,31,8.2,6,Arkane Studios,M
Asphalt: Injection,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,49,33,4.8,28,Ubisoft,E10+
Asphalt: Urban GT,2004,Racing,Ubisoft,0.31,0.22,0,0.06,0.59,60,38,7.5,13,Gameloft,E
Asphalt 3D,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24,Gameloft,E10+
Assassin's Creed,2007,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,81,77,7.7,1074,Ubisoft Montreal,M
Assassin's Creed,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,81,40,7.3,769,Ubisoft Montreal,M
Assassin's Creed: Altair's Chronicles,2008,Platform,Ubisoft,0.03,0.01,0,0,0.05,58,30,6.3,30,Gameloft,T
Assassin's Creed: Bloodlines,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,63,38,7.2,69,Griptonite Games,M
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,Ubisoft Montreal,M
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791,Ubisoft Montreal,M
Assassin's Creed: Brotherhood,2011,Action,Ubisoft,0.15,0.34,0,0.1,0.59,88,24,8.2,1102,Ubisoft Montreal,M
Assassin's Creed: Revelations,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80,39,7.5,613,Ubisoft Montreal,M
Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564,Ubisoft Montreal,M
Assassin's Creed: Revelations,2011,Action,Ubisoft,0.14,0.48,0,0.12,0.74,80,20,7.4,771,Ubisoft Montreal,M
Assassin's Creed: Rogue,2014,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,72,53,7.5,292,Ubisoft Sofia,M
Assassin's Creed: Rogue,2014,Action,Ubisoft,0.58,0.34,0,0.09,1.01,72,32,7.3,318,Ubisoft,M
Assassin's Creed: Rogue,2015,Action,Ubisoft,0.05,0.02,0,0.01,0.08,74,25,7.5,362,Ubisoft,M
Assassin's Creed: Unity,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M
Assassin's Creed: Unity,2014,Action,Ubisoft,2.27,0.9,0,0.33,3.5,72,59,4.1,1005,"Ubisoft, Ubisoft Montreal",M
Assassin's Creed: Unity,2014,Action,Ubisoft,0.18,0.33,0,0.04,0.55,70,10,3,1463,"Ubisoft, Ubisoft Montreal",M
Assassin's Creed Chronicles,2016,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70,6,8,24,Climax Studios,T
Assassin's Creed Chronicles: China,2015,Action,Ubisoft,0,0.03,0,0.01,0.04,69,44,6.4,83,"Climax Group, Climax Studios",T
Assassin's Creed II,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,91,70,8.6,1202,Ubisoft Montreal,M
Assassin's Creed II,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,90,82,8.8,1305,Ubisoft Montreal,M
Assassin's Creed II,2010,Action,Ubisoft,0.01,0.45,0,0.09,0.55,86,22,6.9,1611,Ubisoft Montreal,M
Assassin's Creed II: Discovery,2009,Action,Ubisoft,0.15,0.11,0,0.03,0.28,69,20,7.3,22,Griptonite Games,T
Assassin's Creed III,2012,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,85,41,6.9,1307,Ubisoft,M
Assassin's Creed III,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,84,61,6.7,1196,Ubisoft,M
Assassin's Creed III,2012,Action,Ubisoft,0.28,0.53,0,0.12,0.93,80,21,6.2,1489,Ubisoft,M
Assassin's Creed III,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.35,85,26,7.1,216,Ubisoft Quebec,M
Assassin's Creed III: Liberation,2012,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32,70,71,7.2,318,Ubisoft,M
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88,36,8.1,840,Ubisoft,M
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701,Ubisoft,M
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83,29,7.8,1530,Ubisoft,M
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,0.22,0.38,0,0.05,0.64,84,10,7.7,1470,Ubisoft,M
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,0.17,0.09,0,0.03,0.29,86,5,7.7,207,Ubisoft,M
Assassin's Creed Syndicate,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,Ubisoft Quebec,M
Assassin's Creed Syndicate,2015,Action,Ubisoft,0.62,0.56,0,0.11,1.3,78,22,6.1,402,Ubisoft Quebec,M
Assassin's Creed Syndicate,2015,Action,Ubisoft,0.11,0.09,0,0.02,0.21,74,14,5.9,544,Ubisoft Quebec,M
Assassin's Creed The Ezio Collection,2016,Action,Ubisoft,0.04,0.13,0,0.03,0.2,72,32,7.4,49,Ubisoft Montreal,M
Assassin's Creed The Ezio Collection,2016,Action,Ubisoft,0.03,0.04,0,0.01,0.08,74,13,7.6,24,Ubisoft Montreal,M
Assetto Corsa,2016,Racing,505 Games,0,0.05,0,0.01,0.06,73,35,6.2,70,Kunos Simulazioni,E
Assetto Corsa,2016,Racing,505 Games,0,0.01,0,0,0.02,63,9,6.7,27,Kunos Simulazioni,E
Astonishia Story,2006,Role-Playing,Ubisoft,0.03,0,0,0,0.03,48,35,4.9,18,Sonnori,E10+
Astro Boy,2004,Action,Sega,0.04,0.03,0,0.01,0.09,54,29,6.9,7,Sonic Team,E
Astro Boy: Omega Factor,2003,Action,THQ,0.06,0.02,0,0,0.09,85,37,8.6,18,Hitmaker,E
Astro Boy: The Video Game,2009,Action,D3Publisher,0.05,0.04,0,0.01,0.11,56,4,5,4,High Voltage Software,E10+
Astro Boy: The Video Game,2009,Action,D3Publisher,0.1,0,0,0.01,0.11,48,17,3.5,4,High Voltage Software,E10+
Asura's Wrath,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71,39,7.4,169,CyberConnect2,T
Asura's Wrath,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71,54,6.5,131,CyberConnect2,T
Atari Anthology,2004,Misc,Atari,0.33,0.01,0,0.05,0.4,66,12,4.3,6,Digital Eclipse,E
Atari Classics Evolved,2007,Misc,Atari,0.08,0,0,0.01,0.09,64,17,6,4,Stainless Games,E
Atelier Annie: Alchemists of Sera Island,2009,Role-Playing,Gust,0.08,0,0.03,0.01,0.12,70,11,6.7,15,Gust,E10+
Atelier Ayesha: The Alchemist of Dusk,2012,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70,17,6.6,120,Gust,T
Atelier Iris: Eternal Mana,2004,Role-Playing,Tecmo Koei,0.08,0.06,0,0.02,0.15,74,38,7.7,38,Gust,T
Atelier Iris 2: The Azoth Of Destiny,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06,68,34,7.8,14,Gust,E10+
Atelier Shallie: Alchemists of the Dusk Sea,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76,26,7.7,44,Gust,E10+
Atelier Sophie: The Alchemist of the Mysterious Book,2015,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,75,32,8.1,47,Gust,N/A
Atelier Totori: The Adventurer of Arland,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74,19,6.7,109,Gust,T
Athens 2004,2004,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.27,61,57,7.2,13,Eurocom Entertainment Software,E
Atomic Betty,2005,Puzzle,Atari,0.02,0.01,0,0,0.03,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E
Attack of the Movies 3D,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,T
Attack on Titan: Humanity in Chains,2013,Action,Screenlife,0,0,0.42,0,0.42,46,22,4.5,34,Spike Chunsoft,M
ATV Offroad Fury,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41,82,16,8.4,53,Rainbow Studios,E
ATV Offroad Fury: Blazin' Trails,2005,Racing,SouthPeak Games,0.53,0,0,0.04,0.57,63,32,7.8,16,Climax Group,E
ATV Offroad Fury 2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18,82,26,8.9,28,Rainbow Studios,E
ATV Offroad Fury 3,2004,Racing,SouthPeak Games,1,0.04,0,0.16,1.2,78,37,8.4,16,Climax Group,E
ATV Quad Power Racing 2,2003,Racing,Acclaim Entertainment,0.22,0.06,0,0.01,0.28,70,18,9,4,Climax Group,E
Auto Modellista,2002,Racing,Capcom,0.19,0.15,0,0.05,0.39,66,20,7.5,13,Capcom,E
Avalon Code,2008,Role-Playing,Rising Star Games,0.11,0,0.12,0.01,0.24,71,29,7.4,13,"Matrix Software, Marvelous Entertainment",E10+
A Vampyre Story,2008,Adventure,Crimson Cow,0,0.01,0,0,0.02,75,33,8.5,25,Autumn Moon,T
Avatar: The Last Airbender,2006,Adventure,THQ,0.39,0.1,0,0.01,0.5,60,10,6.5,4,AWE Games,E10+
Avatar: The Last Airbender,2006,Adventure,THQ,0.3,0.01,0,0.03,0.33,64,9,6.4,7,TOSE,E
Avatar: The Last Airbender,2006,Adventure,THQ,0.23,0.02,0,0.02,0.28,56,15,5.8,8,AWE Games,E10+
Avatar: The Last Airbender,2006,Adventure,THQ,0.1,0,0,0.01,0.11,57,9,6.3,10,TOSE,E10+
A Witch's Tale,2009,Role-Playing,Nippon Ichi Software,0.08,0,0.03,0.01,0.11,50,17,6.2,9,"Nippon Ichi Software, Hit Maker",E10+
Azure Striker Gunvolt,2016,Action,Yacht Club Games,0.01,0,0,0,0.01,77,20,8.4,62,Inti Creates,E10+
Azurik: Rise of Perathia,2001,Action,Microsoft Game Studios,0.18,0.05,0,0.01,0.24,52,26,8.5,14,Adrenium,T
Back to the Future: The Game,2011,Adventure,Telltale Games,0.07,0.01,0,0.01,0.09,66,5,6.8,51,Telltale Games,N/A
Back to the Future: The Game,2011,Adventure,Telltale Games,0.05,0,0,0,0.05,66,7,4.1,9,Iron Galaxy Studios,T
Backyard Baseball,2003,Sports,Infogrames,0.1,0.03,0,0,0.13,70,4,9.4,5,Humongous Entertainment,E
Backyard Baseball '09,2008,Sports,Atari,0.04,0,0,0,0.04,37,4,7.8,5,Humongous Entertainment,E
Backyard Wrestling: Don't Try This at Home,2003,Fighting,Eidos Interactive,0.3,0.23,0,0.08,0.6,51,24,7.8,29,Paradox Development,M
Backyard Wrestling: Don't Try This at Home,2003,Fighting,Eidos Interactive,0.13,0.04,0,0.01,0.17,50,15,5,7,Paradox Development,M
Backyard Wrestling 2: There Goes the Neighborhood,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,46,23,4.7,10,Paradox Development,M
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,0.56,0.44,0,0.15,1.15,43,5,3.4,13,Blitz Games,M
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,0.14,0.04,0,0.01,0.18,35,20,5.9,9,Blitz Games,M
Bad Boys: Miami Takedown,2004,Shooter,Empire Interactive,0.03,0.01,0,0,0.05,35,11,2,9,Blitz Games,M
Baja: Edge of Control,2008,Racing,THQ,0.1,0.08,0,0.03,0.21,61,21,5,11,2XL Games,E
Baja: Edge of Control,2008,Racing,THQ,0.12,0.06,0,0.02,0.2,65,35,7.1,18,2XL Games,E
Bakugan: Battle Brawlers,2009,Action,Activision,1.26,0.02,0,0.1,1.38,60,6,6.7,7,Now Production,E
Bakugan: Battle Brawlers,2009,Action,Activision,0.59,0.03,0,0.05,0.66,62,12,7.2,11,Now Production,E
Bakugan: Battle Brawlers,2009,Action,Activision,0.2,0.02,0,0.02,0.24,60,16,5.2,9,Now Production,E
Bakugan: Battle Brawlers,2009,Action,Activision,0.19,0.03,0,0.02,0.23,63,10,8.2,5,Now Production,E
Baldur's Gate: Dark Alliance,2001,Role-Playing,Virgin Interactive,0.61,0.48,0,0.16,1.24,87,29,8.3,90,Snowblind Studios,T
Baldur's Gate: Dark Alliance,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.01,0.2,83,25,8.3,26,Snowblind Studios,T
Baldur's Gate: Dark Alliance,2002,Role-Playing,Virgin Interactive,0.11,0.03,0,0,0.14,79,10,7.7,22,High Voltage Software,T
Baldur's Gate: Dark Alliance,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0,0,0.03,76,17,6.5,11,Magic Pockets,T
Baldur's Gate: Dark Alliance II,2004,Role-Playing,Interplay,0.34,0.26,0,0.09,0.68,78,44,8.7,54,Black Isle Studios,T
Baldur's Gate: Dark Alliance II,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,77,44,7.9,16,Black Isle Studios,T
Ball Breakers,2000,Action,Take-Two Interactive,0.1,0.07,0,0.01,0.18,68,10,5.3,4,Lost Toys,E
Balls of Fury,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02,19,6,2.8,25,Black Lantern Studios,E10+
Band Hero,2009,Misc,Activision,0.59,0.29,0,0.09,0.97,79,20,6.6,15,Vicarious Visions,E10+
Band Hero,2009,Misc,Activision,0.51,0.21,0,0.07,0.79,76,52,5,30,Neversoft Entertainment,E10+
Band Hero,2009,Misc,Activision,0.41,0.23,0,0.11,0.74,76,45,5.7,9,Neversoft Entertainment,E10+
Band Hero,2009,Misc,Activision,0.2,0.19,0,0.04,0.43,65,18,7,4,Vicarious Visions,E10+
Bangai-O Spirits,2008,Shooter,D3Publisher,0.07,0,0,0.01,0.08,83,38,8.1,27,Treasure,E10+
Banjo-Kazooie,2008,Platform,Microsoft Game Studios,0,0.01,0,0,0.01,77,17,8.2,70,4J Studios,E
Banjo-Kazooie: Grunty's Revenge,2003,Platform,THQ,0.24,0.09,0,0.01,0.33,72,21,8.1,18,Rare Ltd.,E
Banjo-Pilot,2005,Racing,THQ,0.07,0.03,0,0,0.1,68,22,5.9,9,Rare Ltd.,E
Barbie Groovy Games,2002,Misc,Universal Interactive,0.4,0.15,0,0.01,0.56,47,5,7,4,Digital Illusions,E
Barnyard,2006,Action,THQ,0.05,0.04,0,0.01,0.09,62,13,8.7,10,Blue Tongue Entertainment,E10+
Barnyard,2006,Action,THQ,0.04,0,0,0,0.04,65,15,5.7,7,Blue Tongue Entertainment,E10+
Baroque,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60,6,8.8,44,Sting,T
Baroque,2008,Role-Playing,Rising Star Games,0.07,0,0,0.01,0.07,50,22,8.1,24,Sting,T
Baseball Advance,2002,Sports,Sega,0.1,0.04,0,0,0.13,80,16,7.8,5,Smilebit,E
Bass Pro Shops: The Strike,2009,Sports,XS Games,0.2,0,0,0.02,0.21,63,4,5.8,5,Piranha Games,E
Bass Strike,2001,Sports,THQ,0.14,0.11,0,0.04,0.28,57,11,5.8,4,THQ,E
Baten Kaitos: Eternal Wings and the Lost Ocean,2003,Role-Playing,Nintendo,0.21,0.05,0,0.01,0.27,80,48,9,59,Monolith Soft,T
Baten Kaitos Origins,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1,75,21,8.9,23,"Monolith Soft, Namco Bandai Games",T
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91,70,8.9,1122,Rocksteady Studios,T
Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080,Rocksteady Studios,T
Batman: Arkham Asylum,2009,Action,Eidos Interactive,0,0.28,0,0.05,0.32,91,29,8.7,1736,Rocksteady Studios,T
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,96,42,8.6,2162,Rocksteady Studios,T
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94,87,8.7,1472,Rocksteady Studios,T
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0,0.09,0.53,91,27,8.6,1847,Rocksteady Studios,T
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87,89,7.6,2679,Rocksteady Studios,M
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,0.88,0.47,0,0.14,1.49,85,16,6.6,694,Rocksteady Studios,M
Batman: Arkham Knight,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,70,14,2.5,1967,"Rocksteady Studios, Iron Galaxy Studios",M
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38,2.29,76,46,7.7,668,WB Games Montreal,T
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17,1.88,74,46,7.5,685,WB Games Montreal,T
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0,0.02,0.31,74,17,7.5,1170,Iron Galaxy Studios,T
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0,0.03,0.31,68,5,7.4,127,Human Head Studios,T
Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,61,38,6.8,106,Armature Studio,T
Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,68,7,6.8,38,Armature Studio,T
Batman: Arkham VR,2016,Action,Warner Bros. Interactive Entertainment,0.25,0,0,0.06,0.3,75,59,7.3,89,Rocksteady Studios,M
Batman: Dark Tomorrow,2003,Action,Kemco,0.08,0.02,0,0,0.11,25,13,3.6,18,HotGen,T
Batman: Dark Tomorrow,2003,Action,Kemco,0.06,0.02,0,0,0.08,29,14,3.2,19,Kemco,T
Batman: Return to Arkham,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0,0.04,0.26,73,28,8.5,79,"Rocksteady Studios, Virtuos",T
Batman: Return to Arkham,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0,0.01,0.11,77,6,8.2,43,"Rocksteady Studios, Virtuos",T
Batman: Rise of Sin Tzu,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35,63,21,8.3,14,Ubisoft Montreal,T
Batman: Rise of Sin Tzu,2003,Action,Ubisoft,0.08,0.02,0,0,0.11,67,17,7.7,6,Ubisoft Montreal,T
Batman: Rise of Sin Tzu,2003,Action,Ubisoft,0.05,0.02,0,0,0.07,63,12,6.8,4,Ubisoft,E
Batman: The Brave and the Bold the Videogame,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0,0.02,0.29,74,14,8,8,WayForward,E10+
Batman: Vengeance,2001,Adventure,Ubisoft,0.27,0.21,0,0.07,0.55,68,19,6.7,12,Ubisoft,T
Batman: Vengeance,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26,70,17,5.8,16,Ubisoft Montreal,T
Batman Begins,2005,Action,Electronic Arts,0.27,0.21,0,0.07,0.56,64,41,7.3,70,Eurocom Entertainment Software,T
Batman Begins,2005,Action,Electronic Arts,0.16,0.04,0,0.01,0.21,65,56,7.1,21,Eurocom Entertainment Software,T
Batman Begins,2005,Action,Electronic Arts,0.12,0.05,0,0,0.17,61,5,6.9,9,Vicarious Visions,E10+
Batman Begins,2005,Action,Electronic Arts,0.11,0.03,0,0,0.15,66,38,7.2,10,Eurocom Entertainment Software,T
Battalion Wars,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76,43,8.8,18,Kuju Entertainment,T
Battalion Wars 2,2007,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75,38,7.6,45,Kuju Entertainment,T
Battle Arena Toshinden,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,69,4,6.3,4,Tamsoft,T
Battle Assault 3 featuring Gundam Seed,2004,Action,Namco Bandai Games,0.02,0.01,0,0,0.03,48,9,8.7,7,Natsume,T
Battleborn,2016,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68,55,6.8,402,Gearbox Software,T
Battleborn,2016,Shooter,Take-Two Interactive,0.1,0.04,0,0.01,0.15,71,20,7.2,171,Gearbox Software,T
Battleborn,2016,Shooter,Take-Two Interactive,0.04,0.04,0,0.01,0.08,69,34,6.9,400,Gearbox Software,T
Battle Engine Aquila,2003,Shooter,Atari,0.02,0.01,0,0,0.03,73,17,9,5,Lost Toys,T
Battle Fantasia,2008,Fighting,505 Games,0.07,0,0.01,0.01,0.09,71,22,6.6,8,Arc System Works,T
Battlefield: Bad Company,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,83,70,7.7,263,EA DICE,T
Battlefield: Bad Company,2008,Shooter,Electronic Arts,0.76,0.35,0.05,0.18,1.34,84,50,8.1,203,EA DICE,T
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,EA DICE,M
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,EA DICE,M
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,0.19,0.53,0,0,0.72,87,46,8.3,1467,EA DICE,M
Battlefield: Hardline,2015,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1,73,46,5,845,Visceral Games,M
Battlefield: Hardline,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71,27,5.1,299,Visceral Games,M
